conn_from,conn_to,edge_type
643438625Nevada, 574272161Tilda, aunt
643438625Nevada, 605582361TINA, sister
643438625Nevada, 660654016Pete, wife
643460036Perley, 483349541Rosalia, father
643460036Perley, 929424936Manda, husband
644547992Pierce, 015598954Elsie, father
644547992Pierce, 088338639OLIVIA, husband
645249048PAIGE, 089403406ASHLEIGH, sister
645249048PAIGE, 239862063Augustin, aunt
645249048PAIGE, 769010581Kirk, wife
645249048PAIGE, 774683819JENNA, aunt
645249048PAIGE, 993077778Clyda, aunt
645599585Lavenia, 379714744JAY, mother
645599585Lavenia, 433995199Fern, grand child
647191481Hollie, 278641903Elva, husband
647191481Hollie, 576686158Delila, father
647341709Bartholomew, 000243482Nell, husband
647341709Bartholomew, 074050314HELEN, husband
647341709Bartholomew, 096703736Emmet, father
647341709Bartholomew, 213609761Caleb, father
647341709Bartholomew, 319098993Perry, father
647341709Bartholomew, 356151891Honora, father
647341709Bartholomew, 509771849Mamie, husband
647341709Bartholomew, 731364069Jess, father
647341709Bartholomew, 849354222Loren, father
647341709Bartholomew, 885918049CHRISTINA, father
647341709Bartholomew, 936062482Vivian, husband
648281873ARNOLD, 447305588Theodora, husband
648480107ANDREA, 967598265Willian, sister
649283978Fidelia, 433995199Fern, grand child
649283978Fidelia, 552307845ANNIE, grand child
649283978Fidelia, 886416390Cullen, wife
652161529Levy, 085741946Delia, husband
655628831Rosa, 322947237Albion, wife
655628831Rosa, 859430561Wilford, wife
655628831Rosa, 940608770Almer, mother
655628831Rosa, 945370662Pete, mother
655779643Ira, 286860703Cal, aunt
655779643Ira, 542320047Dick, aunt
655779643Ira, 727628545Josiah, aunt
655779643Ira, 886017339Madeline, sister
655779643Ira, 911866920Wylie, wife
658524976DOUGLAS, 587769910HEIDI, grand child
658524976DOUGLAS, 613248445BEVERLEY, husband
659151658JAY, 000287344MARINA, brother
659151658JAY, 283965638Leila, brother
659151658JAY, 332340870Clarence, brother
659151658JAY, 377128235ELLEN, nephew
659151658JAY, 669151080Elizabeth, brother
659151658JAY, 686582370Marvin, brother
659468977Lea, 516664754Hiram, wife
659617087Omar, 077007782Albin, husband
659617087Omar, 955582505Donnie, father
660069737Zula, 407705653Oda, sister
660409214Bill, 194833679CAROLINE, husband
660570133Tillie, 265125910Jules, mother
660570133Tillie, 332663274Idella, mother
660570133Tillie, 738409565Cassius, mother
660570133Tillie, 784441529Dick, wife
660570133Tillie, 870672646Miles, wife
660654016Pete, 133716674Emil, father
660654016Pete, 253212775Candido, father
660654016Pete, 389895674Ephraim, father
660654016Pete, 419770392Burr, father
660654016Pete, 605582361TINA, husband
660654016Pete, 643438625Nevada, husband
660654016Pete, 667900452Bruno, father
660654016Pete, 690846320Eddie, father
660654016Pete, 734176606FRANCES, husband
660654016Pete, 971451655Mabelle, husband
661241982Mame, 141388751Carlton, wife
661241982Mame, 184061859Alpheus, mother
661241982Mame, 522158976HAROLD, mother
663094530FRED, 915032647HEATHER, husband
664188244Alvena, 528926109STANLEY, wife
664536350Beverly, 587769910HEIDI, grand child
666482319ERNEST, 905575645KATY, brother
667900452Bruno, 501079973HAZEL, grand child
667900452Bruno, 550828466Phebe, husband
667900452Bruno, 886443944Jessie, nephew
669151080Elizabeth, 283965638Leila, brother
669151080Elizabeth, 361920955George, brother
669151080Elizabeth, 458141051BRIAN, brother
669151080Elizabeth, 659151658JAY, brother
669151080Elizabeth, 686582370Marvin, brother
669151080Elizabeth, 905575645KATY, brother
670854743Jewel, 025270238Sylvester, nephew
670854743Jewel, 050217019Helene, husband
670854743Jewel, 196333590Lavinia, nephew
674511806Hermine, 983673990WALTER, wife
679518078MAVIS, 098910210Manuel, wife
679518078MAVIS, 964283377Manuela, mother
679901510Jefferson, 140027258Calla, father
679901510Jefferson, 563516114Arthur, husband
679901510Jefferson, 792246109Lidie, father
680717945Ferdinand, 025270238Sylvester, nephew
680717945Ferdinand, 138731521Adah, brother
680717945Ferdinand, 196333590Lavinia, nephew
680717945Ferdinand, 248701310SYBIL, brother
680717945Ferdinand, 799378615RUSSELL, brother
680717945Ferdinand, 885263151Gwendolyn, brother
680717945Ferdinand, 907678341CAROLYN, brother
681296886Katharine, 497550727Belle, mother
681296886Katharine, 527006699Oren, wife
681296886Katharine, 702421933RICHARD, wife
681296886Katharine, 748325205Press, mother
681296886Katharine, 869409944Otho, mother
681296886Katharine, 937573704JAY, mother
682097979Noble, 352955997Lilla, brother
682097979Noble, 546473755Verdie, nephew
684609655Irwin, 317261571Ephraim, father
684609655Irwin, 716134627Rosalie, husband
685492949Joe, 031520162DOMINIC, wife
685492949Joe, 367940248Juana, mother
685492949Joe, 400154124Lella, sister
685492949Joe, 501079973HAZEL, grand child
685492949Joe, 505197156Lacy, aunt
685492949Joe, 688003098Rosanna, mother
685748915Montgomery, 409368095Susanna, nephew
685748915Montgomery, 526854985Easter, husband
685748915Montgomery, 729608057Adeline, grand child
685748915Montgomery, 937906948CHELSEA, father
686582370Marvin, 283965638Leila, brother
686582370Marvin, 361920955George, brother
686582370Marvin, 458141051BRIAN, brother
686582370Marvin, 659151658JAY, brother
686582370Marvin, 669151080Elizabeth, brother
686582370Marvin, 905575645KATY, brother
686707218Mathilda, 264375306LAWRENCE, sister
686707218Mathilda, 356151891Honora, sister
686707218Mathilda, 367940248Juana, sister
686707218Mathilda, 375193666HECTOR, sister
686707218Mathilda, 837435993Buford, sister
688003098Rosanna, 077820944Minna, sister
688003098Rosanna, 367940248Juana, sister
688718450Emory, 264375306LAWRENCE, father
688718450Emory, 944989055Lovisa, husband
689712872Malissa, 134648497Lige, mother
689712872Malissa, 349637417Chas, mother
689712872Malissa, 401133710Early, mother
689712872Malissa, 458141051BRIAN, mother
689712872Malissa, 624003551Lige, wife
689730153Loretta, 349127458Elbert, wife
690600142SARA, 366010880Ethel, wife
690600142SARA, 401236559Alba, mother
690600142SARA, 979486256Delila, mother
690846320Eddie, 567587617Lige, sister
690846320Eddie, 717318995Edmond, sister
690846320Eddie, 886443944Jessie, niece
692505654GLENN, 394911406Boyd, brother
692505654GLENN, 466930715CLARA, brother
692505654GLENN, 793005985LAUREN, brother
693810082Roena, 467919556TERRY, wife
693810082Roena, 805278316Egbert, mother
694035964Vannie, 933510620PHILLIP, wife
694532630Jules, 049114594Cecil, father
694532630Jules, 050914884Myrtle, father
694532630Jules, 060561956Patience, father
694532630Jules, 174503865Salome, father
694532630Jules, 550828466Phebe, father
694532630Jules, 605582361TINA, husband
694532630Jules, 752681249Nealie, father
694532630Jules, 841415212ROSIE, husband
694532630Jules, 860382246Nina, husband
696728586CONNOR, 460802096Gustave, brother
696728586CONNOR, 952743276Bama, brother
697612551JUSTIN, 163756789Hudson, nephew
697612551JUSTIN, 272323255SHARON, husband
697612551JUSTIN, 415223490Lee, father
697612551JUSTIN, 729608057Adeline, grand child
697612551JUSTIN, 781593494Jefferson, father
698323754Roseanna, 015733186Jasper, wife
698323754Roseanna, 900078592KAREN, mother
699902625Augusta, 303968693Berta, brother
701380913Lucius, 007063457Cordia, father
701380913Lucius, 258847907Sue, father
701380913Lucius, 352768372Clemmie, father
701380913Lucius, 401629475Minerva, father
701380913Lucius, 522289265KERRY, father
701380913Lucius, 552307845ANNIE, husband
701380913Lucius, 570337427Creola, husband
701380913Lucius, 583861153FANNY, husband
701380913Lucius, 806425878SHARON, husband
701380913Lucius, 824513644MARILYN, father
701380913Lucius, 844934719Adelia, father
702421933RICHARD, 013001653WINIFRED, husband
702421933RICHARD, 154374396Bartholomew, father
702421933RICHARD, 172567617Wilma, husband
702421933RICHARD, 489053527Osborne, father
702421933RICHARD, 546473755Verdie, husband
702421933RICHARD, 681296886Katharine, husband
702421933RICHARD, 697612551JUSTIN, father
702421933RICHARD, 716141005Emory, father
702421933RICHARD, 748325205Press, father
702421933RICHARD, 818011643Manuel, father
703039211Wash, 638047318Rollin, husband
704937967Anna, 574272161Tilda, husband
706552485Lilla, 056811328Hollis, wife
707284173Bettie, 190587068August, wife
709308806Gena, 224489636Carlos, wife
710886792Eldridge, 074050314HELEN, husband
710886792Eldridge, 271149663Ennis, uncle
710886792Eldridge, 394802151ELLA, father
710886792Eldridge, 448150231Orilla, uncle
710886792Eldridge, 460637889Handy, uncle
710886792Eldridge, 500015809Haywood, father
710886792Eldridge, 514740852ABIGAIL, husband
710886792Eldridge, 553280725Lucius, uncle
710886792Eldridge, 576159081Lettie, uncle
710886792Eldridge, 778694638Vann, uncle
710886792Eldridge, 819546041Elwood, father
710886792Eldridge, 820987616Harlan, father
710886792Eldridge, 874946087Colonel, father
710886792Eldridge, 876917859Genie, husband
710886792Eldridge, 889786094TOBY, uncle
710886792Eldridge, 919797585Freddie, father
710886792Eldridge, 924288825JOSHUA, brother
710886792Eldridge, 995066187JEFFREY, uncle
712701185Francis, 797009971Bob, sister
713462768Hezekiah, 485101688Dixie, father
713462768Hezekiah, 501079973HAZEL, grand child
713462768Hezekiah, 752681249Nealie, husband
714520448Una, 000563566Ardelia, grand mother
714520448Una, 004092917Adolph, grand mother
714520448Una, 056811328Hollis, grand mother
714520448Una, 065574293Alberta, grand mother
714520448Una, 083170185Dock, grand mother
714520448Una, 093107512STANLEY, grand mother
714520448Una, 096703736Emmet, grand mother
714520448Una, 134524460Mina, grand mother
714520448Una, 140027258Calla, grand mother
714520448Una, 140728915Osa, grand mother
714520448Una, 150074004Randall, grand mother
714520448Una, 168028727Roxanna, grand mother
714520448Una, 174825250Helma, grand mother
714520448Una, 184061859Alpheus, grand mother
714520448Una, 213609761Caleb, grand mother
714520448Una, 271149663Ennis, grand mother
714520448Una, 280142388Lyda, grand mother
714520448Una, 319098993Perry, grand mother
714520448Una, 336669736Rube, grand mother
714520448Una, 356151891Honora, grand mother
714520448Una, 394802151ELLA, grand mother
714520448Una, 407705653Oda, grand mother
714520448Una, 408460444Leslie, grand mother
714520448Una, 423131424JILL, grand mother
714520448Una, 448150231Orilla, grand mother
714520448Una, 460637889Handy, grand mother
714520448Una, 483902885Minor, grand mother
714520448Una, 500015809Haywood, grand mother
714520448Una, 530244937Lige, grand mother
714520448Una, 553280725Lucius, grand mother
714520448Una, 567587617Lige, grand mother
714520448Una, 572501878Elena, grand mother
714520448Una, 576159081Lettie, grand mother
714520448Una, 616001238Zona, grand mother
714520448Una, 626988132Wheeler, grand mother
714520448Una, 638229809Stanton, grand mother
714520448Una, 660069737Zula, grand mother
714520448Una, 717318995Edmond, grand mother
714520448Una, 724697685Clarance, grand mother
714520448Una, 731364069Jess, grand mother
714520448Una, 737656269Metta, grand mother
714520448Una, 739460376VERONICA, grand mother
714520448Una, 741712101CHANTELLE, grand mother
714520448Una, 747649458ROLAND, grand mother
714520448Una, 776726872Pedro, grand mother
714520448Una, 778694638Vann, grand mother
714520448Una, 786892619Jeanne, grand mother
714520448Una, 792246109Lidie, grand mother
714520448Una, 819546041Elwood, grand mother
714520448Una, 820987616Harlan, grand mother
714520448Una, 849354222Loren, grand mother
714520448Una, 856628372Cordelia, grand mother
714520448Una, 864638836Wong, grand mother
714520448Una, 871244009PAIGE, grand mother
714520448Una, 874946087Colonel, grand mother
714520448Una, 876212966SEAN, grand mother
714520448Una, 886828636BRIAN, grand mother
714520448Una, 889786094TOBY, grand mother
714520448Una, 919797585Freddie, grand mother
714520448Una, 925613131Pollie, grand mother
714520448Una, 945370662Pete, grand mother
714520448Una, 965155017Cathrine, grand mother
714520448Una, 993326113Pete, wife
714520448Una, 995066187JEFFREY, grand mother
715622691Orpha, 939968084GARRY, brother
716134627Rosalie, 317261571Ephraim, mother
716134627Rosalie, 501079973HAZEL, grand child
716134627Rosalie, 684609655Irwin, wife
716141005Emory, 793183001Zelda, brother
716824764Porter, 006740974Selma, husband
716824764Porter, 286860703Cal, father
716824764Porter, 332595797Rube, father
716824764Porter, 444571600HANNAH, husband
716824764Porter, 493104916Clement, father
716824764Porter, 641120863Jerome, father
716824764Porter, 752001697John, husband
716824764Porter, 827310231ANDREW, father
716824764Porter, 886017339Madeline, husband
717104350Hence, 248701310SYBIL, father
717104350Hence, 564110168ANGELA, father
717104350Hence, 826184166Verna, husband
717104350Hence, 920451159Albertine, father
717318995Edmond, 558956211Coleman, brother
717318995Edmond, 690846320Eddie, brother
717318995Edmond, 741712101CHANTELLE, brother
717318995Edmond, 940584307Vena, nephew
718170692Rosalee, 626318852Squire, wife
719999856NEIL, 303866978Malissa, husband
721236463Phoebe, 993476048ERNEST, wife
721977249Sadie, 077820944Minna, brother
721977249Sadie, 458840819GLYNIS, sister
721977249Sadie, 981489643Viola, sister
724697685Clarance, 342872703Merida, sister
727628545Josiah, 444571600HANNAH, nephew
727628545Josiah, 655779643Ira, nephew
727628545Josiah, 900078592KAREN, brother
727628545Josiah, 952743276Bama, brother
729608057Adeline, 055532573Prince, grand mother
729608057Adeline, 063340010Gottlieb, grand mother
729608057Adeline, 083137597Prudence, grand mother
729608057Adeline, 094261211Chancy, grand mother
729608057Adeline, 104351302Elder, grand mother
729608057Adeline, 125542718Celestia, grand mother
729608057Adeline, 127477923Bartholomew, grand mother
729608057Adeline, 129964008Tennie, grand mother
729608057Adeline, 134648497Lige, grand mother
729608057Adeline, 154374396Bartholomew, grand mother
729608057Adeline, 162724241Arvilla, grand mother
729608057Adeline, 180242504Augustine, grand mother
729608057Adeline, 192946067Nannie, grand mother
729608057Adeline, 201212753Lynn, grand mother
729608057Adeline, 202830936Lenna, grand mother
729608057Adeline, 203165555Aline, grand mother
729608057Adeline, 207385992Etter, grand mother
729608057Adeline, 210781074Clarissa, grand mother
729608057Adeline, 211402433Zendia, grand mother
729608057Adeline, 222135098Claudia, grand mother
729608057Adeline, 271891163GERALDINE, grand mother
729608057Adeline, 322190851Ramon, grand mother
729608057Adeline, 322655012ADRIAN, grand mother
729608057Adeline, 322942684AMELIA, grand mother
729608057Adeline, 343012756MONICA, grand mother
729608057Adeline, 349637417Chas, grand mother
729608057Adeline, 350930638Israel, grand mother
729608057Adeline, 351985063Don, grand mother
729608057Adeline, 352955997Lilla, grand mother
729608057Adeline, 361920955George, grand mother
729608057Adeline, 399638584Queenie, grand mother
729608057Adeline, 401133710Early, grand mother
729608057Adeline, 407862704Theron, grand mother
729608057Adeline, 415223490Lee, grand mother
729608057Adeline, 436254956JEMMA, grand mother
729608057Adeline, 454280064GILBERT, grand mother
729608057Adeline, 458141051BRIAN, grand mother
729608057Adeline, 489053527Osborne, grand mother
729608057Adeline, 527097952NICOLA, grand mother
729608057Adeline, 531840332Blaine, grand mother
729608057Adeline, 532687900Adline, grand mother
729608057Adeline, 547621184Enoch, grand mother
729608057Adeline, 583132512Sabina, grand mother
729608057Adeline, 608017231Rube, grand mother
729608057Adeline, 620810228Delphine, grand mother
729608057Adeline, 624003551Lige, grand mother
729608057Adeline, 632251529Corinne, grand mother
729608057Adeline, 659151658JAY, grand mother
729608057Adeline, 682097979Noble, grand mother
729608057Adeline, 685748915Montgomery, grand mother
729608057Adeline, 697612551JUSTIN, grand mother
729608057Adeline, 716141005Emory, grand mother
729608057Adeline, 748325205Press, grand mother
729608057Adeline, 776726872Pedro, wife
729608057Adeline, 781593494Jefferson, grand mother
729608057Adeline, 793062444Hal, grand mother
729608057Adeline, 793183001Zelda, grand mother
729608057Adeline, 805278316Egbert, grand mother
729608057Adeline, 816623657GLENYS, grand mother
729608057Adeline, 818011643Manuel, grand mother
729608057Adeline, 833530609Francis, grand mother
729608057Adeline, 869409944Otho, grand mother
729608057Adeline, 879193593Cloyd, grand mother
729608057Adeline, 905575645KATY, grand mother
729608057Adeline, 913370403HARRIET, grand mother
729608057Adeline, 925663157Vertie, grand mother
729608057Adeline, 936017667Henery, grand mother
729608057Adeline, 937573704JAY, grand mother
729608057Adeline, 937906948CHELSEA, grand mother
729608057Adeline, 947266760Earl, grand mother
729608057Adeline, 954032189KEVIN, grand mother
729608057Adeline, 964283377Manuela, grand mother
729608057Adeline, 977320204BERYL, grand mother
729608057Adeline, 980030067Besse, grand mother
729608057Adeline, 989614476Mattie, grand mother
729608057Adeline, 994674027Walter, grand mother
729810802Emilie, 721843296EMMA, mother
731091784Rowena, 501079973HAZEL, grand child
731091784Rowena, 530244937Lige, wife
731091784Rowena, 587769910HEIDI, grand child
731091784Rowena, 734176606FRANCES, niece
731364069Jess, 174825250Helma, husband
731364069Jess, 714520448Una, grand child
731712043Giles, 616008436Forrest, father
731712043Giles, 732425641Ardelia, husband
731963073Bena, 130057821HEIDI, niece
731963073Bena, 366010880Ethel, niece
731963073Bena, 892538551DAVID, wife
732425641Ardelia, 616008436Forrest, mother
732425641Ardelia, 731712043Giles, wife
733428024DAISY, 080982422Willian, mother
733428024DAISY, 224140381Dayton, wife
733428024DAISY, 283965638Leila, mother
733428024DAISY, 322655012ADRIAN, mother
733428024DAISY, 322947237Albion, wife
733428024DAISY, 349550966RICKY, mother
733428024DAISY, 465658179HERBERT, wife
733428024DAISY, 669151080Elizabeth, mother
733428024DAISY, 686517389Elmira, grand mother
733428024DAISY, 686582370Marvin, mother
733428024DAISY, 731091784Rowena, mother
733428024DAISY, 836846967Octavia, grand mother
733428024DAISY, 870289348Wash, wife
733449684Ned, 250239525Sula, brother
733449684Ned, 750447138Carroll, brother
733449684Ned, 808447437Woodie, brother
733449684Ned, 942583662LORRAINE, brother
733449684Ned, 979486256Delila, brother
734176606FRANCES, 253212775Candido, mother
734176606FRANCES, 323174462Herschel, mother
734176606FRANCES, 408907653Lacy, wife
734176606FRANCES, 623921179August, wife
734176606FRANCES, 660654016Pete, wife
734176606FRANCES, 686707218Mathilda, mother
734176606FRANCES, 731091784Rowena, aunt
734176606FRANCES, 740686282Jewell, aunt
734176606FRANCES, 825426003Lovisa, mother
734176606FRANCES, 949224905Zelma, sister
735241251Clayton, 953282869Birtie, husband
735350851LYNSEY, 374008565GWENDOLINE, sister
735350851LYNSEY, 587005354KEITH, sister
736749469Anna, 267457187TONI, husband
737656269Metta, 332663274Idella, brother
737656269Metta, 747649458ROLAND, sister
738409565Cassius, 501079973HAZEL, grand child
738409565Cassius, 757430537Orrie, nephew
738409565Cassius, 807610227Lila, husband
738527729Lora, 593884810Wong, wife
739460376VERONICA, 332663274Idella, brother
739460376VERONICA, 410902706Stacy, sister
740686282Jewell, 228444001STANLEY, brother
740686282Jewell, 502565188BLANCHE, sister
740686282Jewell, 734176606FRANCES, niece
741414909TOBY, 344073286Esta, husband
741712101CHANTELLE, 558956211Coleman, sister
741712101CHANTELLE, 717318995Edmond, sister
741712101CHANTELLE, 940584307Vena, niece
742640019SOPHIE, 011776373ALFRED, wife
743649183Grace, 577756023Elias, father
743649183Grace, 610512047Corda, husband
745040690Frederic, 774683819JENNA, brother
745040690Frederic, 830293239Alf, brother
745448472Estie, 454280064GILBERT, wife
747649458ROLAND, 195681647JOSEPHINE, brother
747649458ROLAND, 737656269Metta, brother
748325205Press, 729608057Adeline, grand child
748343188Gwendolyn, 146726919Hervey, mother
748343188Gwendolyn, 516664754Hiram, mother
748343188Gwendolyn, 784441529Dick, wife
748343188Gwendolyn, 870672646Miles, wife
750447138Carroll, 415891110Orrin, brother
750447138Carroll, 733449684Ned, sister
750447138Carroll, 757355174Emilie, brother
750938575Madora, 171739558ABIGAIL, aunt
750938575Madora, 217736631NORA, aunt
750938575Madora, 418182280Barton, aunt
750938575Madora, 577377239Thaddeus, sister
750938575Madora, 604615838Smith, mother
750938575Madora, 859912876Duff, wife
752001697John, 022210531Marcellus, grand mother
752001697John, 046859602Tyler, grand mother
752001697John, 264065911JOE, grand mother
752001697John, 332595797Rube, mother
752001697John, 458714508Ivy, mother
752001697John, 716824764Porter, wife
752001697John, 827310231ANDREW, mother
752001697John, 885263151Gwendolyn, grand mother
752681249Nealie, 485101688Dixie, mother
752681249Nealie, 501079973HAZEL, grand child
752681249Nealie, 713462768Hezekiah, wife
753097132WAYNE, 404077250ELSIE, husband
753097132WAYNE, 660069737Zula, father
753991758Jessie, 196333590Lavinia, nephew
755633028Winfield, 502565188BLANCHE, father
755633028Winfield, 740686282Jewell, father
755633028Winfield, 949224905Zelma, husband
757284789JOAN, 434916344JOEL, wife
757355174Emilie, 415891110Orrin, sister
757355174Emilie, 750447138Carroll, sister
757430537Orrie, 146726919Hervey, uncle
757430537Orrie, 228444001STANLEY, uncle
757430537Orrie, 251225681Daisy, uncle
757430537Orrie, 262134412Liddie, husband
757430537Orrie, 400154124Lella, uncle
757430537Orrie, 536062885Archie, uncle
757430537Orrie, 639706033Nathaniel, uncle
757430537Orrie, 738409565Cassius, uncle
757430537Orrie, 870672646Miles, brother
757430537Orrie, 983916494CARLY, uncle
757516507Lynn, 059000145Davie, brother
757516507Lynn, 091312867Angus, brother
757516507Lynn, 303968693Berta, brother
757516507Lynn, 332340870Clarence, brother
757516507Lynn, 616003687YASMIN, brother
757516507Lynn, 630838116Berry, nephew
757516507Lynn, 845538059Elena, brother
758152838Mittie, 501079973HAZEL, grand child
758152838Mittie, 821434964Jonah, wife
759902520Orren, 196333590Lavinia, nephew
759902520Orren, 715622691Orpha, father
759902520Orren, 915569636Elise, husband
761007247JILL, 542320047Dick, wife
761487144Perry, 135367294LESLEY, brother
761487144Perry, 907678341CAROLYN, brother
761487144Perry, 939968084GARRY, brother
764051545Margarita, 150908085Orlando, wife
764464122Lora, 325356416Isa, mother
764464122Lora, 367786216Florence, wife
764464122Lora, 411002096Stacy, mother
764464122Lora, 821691988NEIL, mother
764941272Hiram, 194568290Jeannette, nephew
764941272Hiram, 433995199Fern, grand child
764941272Hiram, 791208120Araminta, nephew
765063555Rudolph, 788515384Ina, father
765063555Rudolph, 939971207ROSEMARY, husband
765576711Fleming, 127477923Bartholomew, brother
765576711Fleming, 343012756MONICA, brother
765576711Fleming, 352768372Clemmie, brother
765576711Fleming, 426450774Creed, brother
765576711Fleming, 532687900Adline, brother
765576711Fleming, 805278316Egbert, brother
765576711Fleming, 861613709Maryann, brother
768782145ADRIAN, 246381362Hardy, father
768782145ADRIAN, 315835513Venie, husband
768782145ADRIAN, 532855069Barnett, father
768782145ADRIAN, 552307845ANNIE, husband
768782145ADRIAN, 570337427Creola, husband
768782145ADRIAN, 583861153FANNY, husband
768782145ADRIAN, 872851006RUSSELL, father
768782145ADRIAN, 888873376Callie, husband
768782145ADRIAN, 904507400Juanita, father
768782145ADRIAN, 933510620PHILLIP, father
768782145ADRIAN, 980791414Shirley, father
769010581Kirk, 645249048PAIGE, husband
769028354ALAN, 573138668DAISY, husband
774074367Hettie, 250239525Sula, sister
774074367Hettie, 785058395EDNA, sister
774074367Hettie, 939968084GARRY, brother
774683819JENNA, 645249048PAIGE, niece
774683819JENNA, 745040690Frederic, sister
774683819JENNA, 880251177Myron, sister
776121155Hamilton, 784675006Fannie, brother
776726872Pedro, 587769910HEIDI, grand child
776726872Pedro, 714520448Una, grand child
776726872Pedro, 729608057Adeline, husband
776726872Pedro, 936062482Vivian, nephew
776793270Lafayette, 582939513Maggie, husband
777383668Oda, 395351100Hunt, wife
777383668Oda, 434093638Camilla, mother
777383668Oda, 587769910HEIDI, grand child
777755169Berta, 039316752HERBERT, wife
777755169Berta, 606994739Euphemia, mother
777755169Berta, 626611613Ward, mother
777755169Berta, 880251177Myron, mother
777755169Berta, 906447946HOLLY, mother
778694638Vann, 074050314HELEN, nephew
778694638Vann, 710886792Eldridge, nephew
778694638Vann, 714520448Una, grand child
778694638Vann, 948947630RACHAEL, husband
778910070Otis, 814345756Melvina, husband
779360739Lois, 498803580Garrett, wife
781593494Jefferson, 415223490Lee, brother
781689419Iva, 413751054Clement, wife
782916564Drusilla, 271149663Ennis, aunt
782916564Drusilla, 460637889Handy, aunt
782916564Drusilla, 576159081Lettie, aunt
782916564Drusilla, 889462480Josiephine, sister
782916564Drusilla, 924288825JOSHUA, wife
782916564Drusilla, 995066187JEFFREY, mother
784441529Dick, 265125910Jules, father
784441529Dick, 332663274Idella, father
784441529Dick, 445887033Hamp, father
784441529Dick, 516664754Hiram, father
784441529Dick, 616003687YASMIN, father
784441529Dick, 660570133Tillie, husband
784441529Dick, 713462768Hezekiah, father
784441529Dick, 748343188Gwendolyn, husband
784441529Dick, 799378615RUSSELL, father
784441529Dick, 860382246Nina, husband
784441529Dick, 884402308Emma, father
784441529Dick, 997939409JUDITH, husband
784675006Fannie, 776121155Hamilton, sister
784675006Fannie, 830604090Lonnie, brother
785058395EDNA, 250239525Sula, sister
785058395EDNA, 265322818JOANNE, brother
785058395EDNA, 774074367Hettie, sister
785317887JEMMA, 920009019Elias, wife
786892619Jeanne, 616003687YASMIN, brother
787334997Sammie, 587769910HEIDI, husband
788304213Alva, 162724241Arvilla, mother
788304213Alva, 489053527Osborne, wife
791208120Araminta, 006609564Joe, mother
791208120Araminta, 075835871Louis, sister
791208120Araminta, 385666701ERNEST, aunt
791208120Araminta, 630838116Berry, wife
791208120Araminta, 764941272Hiram, aunt
791208120Araminta, 830604090Lonnie, aunt
791208120Araminta, 859912876Duff, aunt
792246109Lidie, 714520448Una, grand child
792246109Lidie, 995066187JEFFREY, wife
793005985LAUREN, 394911406Boyd, sister
793005985LAUREN, 466930715CLARA, sister
793005985LAUREN, 692505654GLENN, sister
793005985LAUREN, 953554810Millie, niece
793062444Hal, 099934953Avis, nephew
793062444Hal, 729608057Adeline, grand child
793183001Zelda, 532687900Adline, sister
793183001Zelda, 716141005Emory, brother
796076148Archie, 415891110Orrin, father
796076148Archie, 582376381Caleb, husband
796076148Archie, 750447138Carroll, father
796076148Archie, 757355174Emilie, father
796251605LEAH, 083170185Dock, wife
797009971Bob, 410902706Stacy, brother
797009971Bob, 712701185Francis, brother
799125874Pearle, 221253466JOSEPH, wife
799378615RUSSELL, 022637087Effa, brother
799378615RUSSELL, 242231689Celestine, nephew
799378615RUSSELL, 296785044HOLLY, brother
799378615RUSSELL, 616003687YASMIN, brother
799378615RUSSELL, 680717945Ferdinand, brother
799473738Bruno, 005559520MIRIAM, brother
800465792Fern, 831748835Dayton, wife
805278316Egbert, 765576711Fleming, brother
806425878SHARON, 445782145ALICE, mother
806425878SHARON, 612151709Myrtle, grand mother
806425878SHARON, 701380913Lucius, wife
806425878SHARON, 844934719Adelia, mother
806425878SHARON, 978080151JACOB, wife
807610227Lila, 738409565Cassius, wife
808447437Woodie, 222135098Claudia, brother
808447437Woodie, 583132512Sabina, brother
808447437Woodie, 733449684Ned, sister
809256942KATY, 640372233Enrique, wife
813286762Harris, 433995199Fern, grand child
813286762Harris, 587769910HEIDI, grand child
813286762Harris, 630838116Berry, nephew
813286762Harris, 816417667Evie, nephew
814345756Melvina, 778910070Otis, wife
815234313Rutherford, 085470240Eunice, mother
815234313Rutherford, 400154124Lella, niece
815234313Rutherford, 520372778Elvira, mother
815234313Rutherford, 587769910HEIDI, grand child
815234313Rutherford, 627933406Jessie, mother
815234313Rutherford, 927508416Blas, wife
815234313Rutherford, 937192619Alvah, mother
815572444Kirk, 837435993Buford, brother
815833463Lucille, 474279808Hallie, wife
816417667Evie, 036534841RUSSELL, aunt
816417667Evie, 085470240Eunice, aunt
816417667Evie, 201935621Virgil, aunt
816417667Evie, 212128351Velma, aunt
816417667Evie, 289180157Thursa, sister
816417667Evie, 349550966RICKY, wife
816417667Evie, 520372778Elvira, aunt
816417667Evie, 813286762Harris, aunt
816417667Evie, 836846967Octavia, mother
816417667Evie, 849300404Lenna, aunt
816417667Evie, 878433040Lem, aunt
816417667Evie, 927508416Blas, sister
816417667Evie, 937192619Alvah, aunt
816575936Millie, 250966898Wilmer, sister
816575936Millie, 394802151ELLA, brother
816575936Millie, 420491506Lora, sister
816575936Millie, 523566767WAYNE, sister
816623657GLENYS, 409368095Susanna, niece
816623657GLENYS, 563522502Vernon, wife
816623657GLENYS, 729608057Adeline, grand child
817988353Wesley, 419775306Loula, husband
